Bigramas;Ocorrências;Tweets_Presente
('📽', 'dica');1;1
('dica', 'filme');1;1
('filme', 'quarentena');1;1
('quarentena', 'dellamorte');1;1
('dellamorte', 'dellaamore');1;1
('dellaamore', '1994');1;1
('1994', 'viu');1;1
('viu', 'obra');1;1
('obra', 'prima');1;1
('prima', 'micheli');1;1
('micheli', 'soavi');1;1
('soavi', 'deixe');1;1
('deixe', 'abaixo');1;1
('abaixo', 'n');1;1
('q', 'problema');1;1
('problema', 'quarentena');2;2
('dia', 'bebendo');1;1
('bebendo', 'assistindo');1;1
('live', 'vou');1;1
('morrer', 'alcoolismo');1;1
('ter', 'tipo');1;1
('tipo', 'neutro');1;1
('neutro', 'humor');1;1
('to', 'sensível');1;1
('sensível', 'chorando');1;1
('chorando', 'to');1;1
('to', 'estressada');1;1
('estressada', 'surtando');1;1
('surtando', 'aguent');1;1
('vendo', 'merda');1;1
('🔄', 'mando');1;1
('mando', 'surpresa');1;1
('surpresa', 'dm');1;1
('filho', 'afirma');1;1
('afirma', 'devemos');1;1
('devemos', 'usar');1;1
('usar', 'sim');1;1
('sim', 'hidroxicloroquina');1;1
('hidroxicloroquina', 'pois');1;1
('pois', 'pode');1;1
('pode', 'evitar');1;1
('evitar', 'ida');1;1
('ida', 'pacientes');1;1
('pacientes', 'uti');1;1
('extrema', 'mídia');1;1
('mídia', 'igual');1;1
('igual', 'todos');1;1
('cantos', 'mundo');1;1
('mundo', '#unidoscombolsonaro');1;1
('gente', 'puta');2;2
('puta', 'perfil');2;2
('perfil', 'ser');2;2
('ser', 'bando');2;2
('bando', 'viadinho');2;2
('viadinho', 'depressivo');2;2
('depressivo', 'tendências');2;2
('tendências', 'alcoólatras');2;2
('alcoólatras', 'antes');2;2
('quarentena', 'durante');2;2
('janeiro', 'aposentado');1;1
('aposentado', 'aristarco');1;1
('aristarco', 'pederneiras');1;1
('pederneiras', 'tomou');1;1
('cloroquina', 'acertou');1;1
('acertou', 'milhar');1;1
('milhar', '#cloroquinafacts');1;1
('preciso', 'algo');1;1
('algo', 'anime');1;1
('anime', 'quarentena');1;1
('quarentena', 'foder');2;2
('foder', 'psicológico');1;1
('¡', 'seguid');1;1
('seguid', 'participando');1;1
('participando', '#covidー19');1;1
('#covidー19', '#residencias');1;1
('#residencias', '#abuelos');1;1
('#abuelos', '#pandemia');1;1
('#pandemia', '#solidaridad');1;1
('#solidaridad', 'https://t.co/KONtd4Msav');1;1
('chegando', 'revis');1;1
('revis', 'quarentena');1;1
('quarentena', 'https://t.co/4CwMbKgdc9');1;1
('vo', 'ter');1;1
('ter', 'lançar');1;1
('lançar', 'umas');1;1
('umas', 'tattoo');1;1
('jullya', 'fazendo');2;2
('fazendo', 'desafio');2;2
('desafio', 'colocar');2;2
('colocar', 'caneta');2;2
('baixo', 'peito');2;2
('peito', 'claramente');2;2
('claramente', 'cabe');2;2
('cabe', 'kit');2;2
('kit', '48');2;2
('48', 'cores');2;2
('cores', 'faber');2;2
('faber', 'castell');2;2
('nao', 'entendo');1;1
('entendo', 'pq');1;1
('galera', 'fica');1;1
('fica', 'puta');1;1
('puta', 'prorrogam');1;1
('prorrogam', 'tempo');1;1
('vcs', 'cegos');1;1
('cegos', 'taxa');1;1
('taxa', 'pessoas');1;1
('pessoas', 'in');1;1
('lima', 'acabando');2;2
('conversar', 'todos');1;1
('parece', 'checklist');2;2
('checklist', 'quarentena');2;2
('quarentena', 'https://t.co/zW2hfNokiV');2;2
('protesto', 'paulo');2;2
('paulo', 'exigindo');2;2
('exigindo', 'queda');2;2
('queda', 'governador');2;2
('governador', 'devido');2;2
('devido', 'medidas');2;2
('quarentena', 'consideradas');2;2
('consideradas', 'extremas');2;2
('extremas', 'população');2;2
('canta', 'toca');1;1
('toca', 'algum');1;1
('algum', 'instrumento');1;1
('instrumento', 'grave');1;1
('grave', 'vídeo');1;1
('vídeo', 'tocando');1;1
('tocando', 'cantando');1;1
('cantando', 'poste');1;1
('poste', 'resposta');1;1
('resposta', 'tweet');1;1
('tweet', 'faça');1;1
('faça', 'mel');1;1
('gente', 'seguinte');1;1
('seguinte', 'graduando');1;1
('graduando', 'matemática');1;1
('matemática', 'to');1;1
('to', 'nada');1;1
('fazer', 'ensino');1;1
('ensino', 'fundamental');1;1
('fundamental', 'médio');1;1
('médio', 'dificuldade');1;1
('quarentena', 'https://t.co/xN61k4Z8lm');1;1
('aulas', 'suspensas');1;1
('suspensas', 'conta');1;1
('coronavirus', 'alunos');1;1
('alunos', 'https://t.co/Wg3w6rYbHG');1;1
('aconteceu', 'testes');31;31
('testes', 'universidade');31;31
('universidade', 'federal');31;31
('federal', 'bahia');31;31
('bahia', 'detectam');31;31
('detectam', 'vírus');31;31
('vírus', '3hrs');31;31
('3hrs', 'https://t.co/l5j7HIOkYN');11;11
('assim', 'https://t.co/0kDP8Nnynr');1;1
('rapaziada', 'irmã');2;2
('irmã', 'criou');2;2
('criou', 'canal');2;2
('canal', 'intuito');2;2
('intuito', 'ajudar');2;2
('pessoas', 'precisando');2;2
('precisando', 'referente');2;2
('referente', 'falta');2;2
('falta', 'atividade');2;2
('atividade', 'es');2;2
('escutem', 'experiência');1;1
('experiência', 'https://t.co/jXf48J8jvE');1;1
('ver', 'casais');1;1
('casais', 'passando');1;1
('quarentena', 'juntos');1;1
('juntos', 'tá');1;1
('day', '19');2;2
('19', 'cumprimos');2;2
('cumprimos', 'certinho');2;2
('certinho', 'kkk');2;2
('kkk', 'https://t.co/2RenaIWWBM');2;2
('sim', 'maconheiros');1;1
('maconheiros', 'precisam');1;1
('precisam', 'monitoramento');1;1
('monitoramento', 'ficarem');1;1
('ficarem', 'abstinência');1;1
('abstinência', '#unidoscombolsonaro');1;1
('#unidoscombolsonaro', 'https://t.co/MF4M9N…');1;1
('gosto', 'ficar');1;1
('ficar', 'passando');1;1
('passando', 'vontade');1;1
('vontade', 'nao');1;1
('nao', 'viu');1;1
('viu', 'quarentena');1;1
('cadê', 'polícia');2;2
('polícia', 'federal');1;1
('federal', 'brasileira');1;1
('perceber', 'coisas');1;1
('coisas', 'queria');1;1
('queria', 'notar');1;1
('casa', 'https://t.co/dQST5r9kU8');1;1
('fazer', 'amigos');1;1
('acabar', 'https://t.co/1GiSyVLiAy');1;1
('msm', 'aí');1;1
('achando', 'top');1;1
('top', 'cur');1;1
('#covid19', 'isolamento');1;1
('paulo', 'cai');1;1
('cai', '47');1;1
('47', 'acordo');1;1
('acordo', 'médico');1;1
('médico', 'infectologista');1;1
('infectologista', 'david');1;1
('uip', 'ade');1;1
('caio', 'coppolla');1;1
('coppolla', 'levantou');1;1
('levantou', 'outra');1;1
('outra', 'questão');1;1
('questão', 'além');1;1
('além', 'dessa');1;1
('dessa', 'baixo');1;1
('custo', 'tami');1;1
('nd', 'casa');2;2
('assim', 'gosto');6;6
('quarentena', 'https://t.co/HxhkPCq77J');6;6
('oque', 'pra');2;2
('kkk', 'https://t.co/omwF93Lb7G');2;2
('canal', 'brasil');1;1
('brasil', 'libera');1;1
('libera', 'acesso');1;1
('acesso', 'filmes');1;1
('filmes', 'lgbt');1;1
('lgbt', 'nacionais');1;1
('nacionais', 'https://t.co/hAJb4rKyWA');1;1
('🐂', 'https://t.co/JRqAEKoovD');4;4
('hora', 'ficar');1;1
('triste', 'nada');1;1
('lá', 'acho');1;1
('acho', 'super');1;1
('super', 'poderes');1;1
('poderes', 'resolveria');1;1
('resolveria', 'todas');1;1
('todas', 'discussões');1;1
('discussões', 'ótimos');1;1
('ótimos', 'argum');1;1
('julgar', 'instagram');2;2
('instagram', 'devo');2;2
('ser', 'único');2;2
('único', 'otario');2;2
('otario', 'tá');2;2
('nessa', 'cidade');2;2
('cidade', 'porque');2;2
('mundo', 'junto');3;3
('junto', 'bebendo');2;2
('aaa', 'mulher');1;1
('mulher', '::');1;1
('::', 'vício');1;1
('vício', 'música');1;1
('música', 'culpado');1;1
('culpado', 'https://t.co/Eij1sXjvIZ');1;1
('cancela', 'ano');1;1
('ano', 'vai');1;1
('ser', 'perdido');1;1
('vírus', 'desculpe');1;1
('desculpe', 'chega');1;1
('😣', 'https://t.co/FYA89oM4R2');1;1
('primeiro', 'itz');1;1
('itz', 'agora');1;1
('agora', 'sean');1;1
('sean', 'puta');1;1
('merda', 'ein');1;1
('ein', 'covid');1;1
('covid', 'ta');1;1
('indo', 'longe');1;1
('pq', 'prft');1;1
('mundo', 'saindo');1;1
('amigos', 'nadaa');1;1
('11/4', '21:46');1;1
('21:46', ']:');1;1
(']:', 'vai');1;1
('role', 'vassoura');1;1
('vassoura', '11/4');1;1
('11/4', '21:48');1;1
('21:48', 'gabs');1;1
('gabs', 'sim');1;1
('sim', 'casa');1;1
('casa', 'chegando');1;1
('chegando', 'ai');1;1
('ai', 'enfio');1;1
('enfio', 'cabo');1;1
('cabo', 'cu');1;1
('cu', 'mo');1;1
('alguém', 'quarentena');2;2
('quarentena', 'https://t.co/egoSo2oDK6');1;1
('quarentena', 'lista');1;1
('lista', 'tattoos');1;1
('tattoos', 'pra');1;1
('fazer', 'cresce');1;1
('cresce', 'pouco');1;1
('q', 'beijas');1;1
('beijas', 'dps');1;1
('nao', 'matar');3;3
('matar', 'gustavo');3;3
('lima', 'mata');3;3
('quarentena', 'lendo');1;1
('lendo', 'bastante');1;1
('bastante', 'bom');1;1
('bom', 'vê');1;1
('vê', 'usando');1;1
('usando', 'tempo');1;1
('livre', 'pra');1;1
('chegar', 'drena');1;1
('drena', 'dps');1;1
('quarentena', 'https://t.co/fKMevrka2J');1;1
('nada', 'literalmente');5;5
('literalmente', 'nada');5;5
('nada', 'brasileiros');5;5
('brasileiros', 'ai');5;5
('estourei', 'buceta');1;1
('buceta', 'plástico');1;1
('plástico', 'nessa');1;1
('tá', 'pica');1;1
('pica', '😁');1;1
('😁', '😈');1;1
('😈', 'https://t.co/LKTAA5pbit');1;1
('https://t.co/LKTAA5pbit', 'https://t.co/SDi9OvpTId');1;1
('https://t.co/SDi9OvpTId', 'https');1;1
('música', 'pros');1;1
('pros', 'ouvidos');1;1
('ser', 'mood');1;1
('mood', 'nesta');1;1
('calor', '#qanon');15;15
('#qanon', '#wwgiwga');15;15
('#wwgiwga', '#weareh');15;15
('começar', 'organizar');1;1
('organizar', 'sítio');1;1
('sítio', 'pra');1;1
('olá', 'aluno');1;1
('aluno', 'renan');1;1
('renan', 'fizemos');1;1
('fizemos', 'revisão');1;1
('revisão', 'sobre');1;1
('sobre', 'genética');1;1
('genética', 'centenários');1;1
('centenários', 'publicamos');1;1
('comendo', 'tantooo');1;1
('tantooo', 'nessa');1;1
('show', 'homi');4;4
('homi', 'agora');4;4
('cês', 'imaginam');1;1
('imaginam', 'tamanho');1;1
('tamanho', 'ódio');1;1
('ódio', 'vendo');1;1
('vendo', 'gente');1;1
('pra', 'encontrar');2;2
('grande', 'parceria');1;1
('parceria', 'empresas');1;1
('empresas', 'privadas');1;1
('privadas', 'além');1;1
('além', 'mobilização');1;1
('mobilização', 'sociedad');1;1
('tá', 'disputa');1;1
('disputa', 'acirrada');1;1
('acirrada', 'bruno');1;1
('marrone', 'pra');1;1
('versão', 'chingling');1;1
('chingling', 'médicos');1;1
('pega', 'https://t.co/ucbYWJOSDc');1;1
('quarentena', 'https://t.co/zoTxOFToFo');1;1
('adoro', 'dia');1;1
('dia', 'lavar');1;1
('lavar', 'cabelo');1;1
('cabelo', 'quase');1;1
('quase', 'evento');1;1
('evento', 'quarentena');1;1
('pronto', 'acabei');1;1
('acabei', 'mandar');1;1
('mandar', 'uns');1;1
('30', 'livros');1;1
('livros', 'pro');1;1
('pro', 'kindle');1;1
('kindle', 'vou');1;1
('acabar', 'nessa');1;1
('vírus', 'saia');2;2
('saia', 'pfvr');2;2
('pfvr', 'saia');2;2
('saia', 'vida');2;2
('privilegiadx', 'pode');1;1
('quarentena', 'namoradx');1;1
('namoradx', 'maior');1;1
('maior', 'tempo');1;1
('tempo', 'ver');1;1
('ver', '☹');1;1
('cês', 'acham');2;2
('acham', 'gente');2;2
('fazer', 'carnaval');2;2
('carnaval', 'quarentena');2;2
('acabar', 'tipo');2;2
('tipo', 'carnaval');2;2
('verdade', 'autêntico');2;2
('autêntico', 'genuíno');2;2
('artigo', 'interessante');1;1
('interessante', 'vale');1;1
('pena', 'leitura');1;1
('leitura', 'bentham');1;1
('bentham', 'kant');1;1
('kant', 'covid');1;1
('19', 'retomada');1;1
('retomada', 'dilema');1;1
('dilema', 'famoso');1;1
('famoso', 'd');1;1
('finalmente', 'boa');1;1
('notícia', 'komiya');1;1
('komiya', 'rio');1;1
('rio', 'ator');1;1
('ator', 'kiramared');1;1
('kiramared', 'havia');1;1
('sido', 'infectado');1;1
('coronavirus', 'recebeu');1;1
('alta', 'hos');1;1
('pagar', 'faculdade');1;1
('faculdade', 'integral');1;1
('integral', 'apareço');1;1
('apareço', 'lá');1;1
('lá', 'fazer');1;1
('fazer', 'barraco');1;1
('barraco', 'foda-se');1;1
('foda-se', 'corona');1;1
('começar', 'usar');1;1
('usar', 'xingamento');1;1
('xingamento', 'termo');1;1
('termo', 'furador');1;1
('segunda', 'tds');4;4
('tds', 'dias');4;4
('dias', '18h');4;4
('18h', 'vou');4;4
('dar', 'ghost');4;4
('ghost', 'mundo');4;4
('mundo', 'vou');4;4
('ver', 'mca');4;4
('mca', '🍓');4;4
('🍓', 'sabem');4;4
('sabem', 'lá');4;4
('lá', 'felicidade');4;4
('felicidade', 'min');4;4
('doida', 'duas');1;1
('duas', 'petra');1;1
('petra', 'quarentena');1;1
('chico', 'pinheiro');2;2
('pinheiro', 'jornalista');1;1
('jornalista', 'mal');1;1
('informado', 'acordo');1;1
('acordo', 'onu');1;1
('onu', 'confinamento');1;1
('confinamento', 'causou');1;1
('causou', 'aumento');1;1
('aumento', 'número');1;1
('número', 'cont');1;1
('continuem', 'pensamento');1;1
('pensamento', 'governadores');1;1
('governadores', 'tão');1;1
('tão', 'preocupados');1;1
('preocupados', 'realmente');1;1
('realmente', 'preocupados');1;1
('preocupados', 'porque');1;1
('porque', 'n');1;1
('emocional', 'tá');2;2
('tá', 'bizarro');2;2
('bizarro', 'nessa');2;2
('vitória', 'conquista');1;1
('conquista', '347');1;1
('347', 'casos');1;1
('19', 'https://t.co/x9sOiZj3dK');1;1
('claras', 'ultrapassa');1;1
('ultrapassa', 'lago');1;1
('sul', 'casos');1;1
('df', 'https://t.co/UuxxAsDBn0');1;1
('tá', 'provando');1;1
('provando', 'melhor');1;1
('melhor', 'companhia');1;1
('companhia', 'algumas');1;1
('pessoas', 'tóxicas');1;1
('tóxicas', 'vida');1;1
('mortes', 'ocorrerão');6;6
('ocorrerão', 'coronavirus');6;6
('coronavirus', 'nesse');6;6
('período', 'expansão');6;6
('expansão', 'comunitária');6;6
('comunitária', '05');6;6
('05', '20/04');6;6
('20/04', 'devem');6;6
('devem', 'constar');6;6
('constar', 'conta');6;6
('conta', 'g');6;6
('perdeu', 'entrevista');2;2
('entrevista', 'sobre');2;2
('19', 'mgtv');2;2
('mgtv', 'assista');2;2
('assista', 'link');2;2
('link', 'https://t.co/MypNDpuCe0');2;2
('https://t.co/MypNDpuCe0', '#saudeesolidariedade');2;2
('#saudeesolidariedade', '#saudeco');2;2
('vírus', 'computador');1;1
('computador', 'celular');2;2
('celular', 'tablet');1;1
('tablet', 'deixe');1;1
('deixe', 'molho');1;1
('molho', 'cloroquina');1;1
('cloroquina', '8');1;1
('8', 'horas');1;1
('horas', 'infalível');1;1
('infalível', '#cloroquinafacts');1;1
('indo', 'dormir');1;1
('dormir', 'todos');1;1
('dias', 'cedo');1;1
('cedo', '...');1;1
('...', '06:30');1;1
('admiro', 'dorme');1;1
('3', 'manhã');1;1
('gente', 'todo');1;1
('todo', 'instagram');1;1
('instagram', 'tá');1;1
('festinha', 'nada');1;1
('nada', 'acontecido');1;1
('acontecido', 'acabou');1;1
('quarentena', 'senso');1;1
('senso', 'to');1;1
('to', 'desinfo');1;1
('🚨', 'dica');1;1
('quarentena', '🚨');1;1
('🚨', 'apple');1;1
('tv', 'liberou');1;1
('liberou', 'dickinson');1;1
('dickinson', 'inteira');1;1
('inteira', 'pra');1;1
('ser', 'vista');1;1
('vista', 'graça');1;1
('graça', 'séries');1;1
('séries', 'favoritas');1;1
('assistindo', 'chernobyl');2;2
('chernobyl', 'família');2;2
('explicar', 'aconteceu');2;2
('aconteceu', 'china');2;2
('china', 'corona');2;2
('unidos', 'preparando');7;7
('preparando', 'pra');7;7
('pra', 'enfrentar');7;7
('enfrentar', 'coronavirus');7;7
('coronavirus', 'palestras');7;7
('palestras', 'máscaras');7;7
('máscaras', 'controle');7;7
('controle', 'doenças');7;7
('doenças', 'alto');7;7
('alto', 'nível');7;7
('nível', 'bra');7;7
('pesar', 'esto');1;1
('esto', 'https://t.co/sUpJAtiVXj');1;1
('quarentena', 'ouvindo');1;1
('ouvindo', 'álbuns');1;1
('álbuns', 'favoritos');1;1
('favoritos', 'https://t.co/eOXCdYQWen');1;1
('lima', 'héteros');2;2
('héteros', 'quarentena');2;2
('vamo', 'reunir');2;2
('reunir', 'pra');2;2
('pra', 'assar');2;2
('assar', 'carninha');2;2
('carninha', 'ver');2;2
('brincando', 'primo');1;1
('primo', 'quarentena');1;1
('quarentena', 'https://t.co/f2HB1QWtUX');1;1
('paulo', 'https://t.co/hc9Ju4Zxfc');9;9
('dia', 'lucas');1;1
('lucas', 'fez');1;1
('fez', 'programa');1;1
('programa', '...');1;1
('...', 'https://t.co/YA8lDrL50F');1;1
('volta', 'gerar');1;1
('gerar', 'aglomeração');1;1
('aglomeração', 'enquadrado');1;1
('enquadrado', 'mandetta');1;1
('mandetta', 'pessoas');1;1
('daqui', 'pou');1;1
('quarentena', 'servindo');1;1
('gente', 'afunilar');1;1
('afunilar', 'amizades');1;1
('amizades', 'presente');1;1
('presente', 'liga');1;1
('liga', 'lembra');1;1
('lembra', 'procura');1;1
('tals', '🤯');3;3
('🤯', 'https://t.co/leq7aT5HY6');3;3
('pessoal', 'pedindo');2;2
('live', 'pastores');2;2
('pastores', 'isolamento');2;2
('social', 'dado');2;2
('dado', 'total');2;2
('total', 'atenção');2;2
('atenção', 'igreja');2;2
('igreja', 'c');2;2
('rendendo', '²');1;1
('²', 'https://t.co/eTwViQyzwH');1;1
('penitenciários', 'apresentam');1;1
('19', 'seguem');1;1
('seguem', 'trabalhando');1;1
('trabalhando', 'sistema');1;1
('prisional', 'atestados');1;1
('atestados', 'médi');1;1
('crônicas', 'farão');1;1
('farão', 'brasileiros');1;1
('brasileiros', 'baixa');1;1
('baixa', 'renda');1;1
('renda', 'afetados');1;1
('19', 'projeção');1;1
('projeção', 'relatório');1;1
('relatório', 'produzido');1;1
('produzido', 'pe');1;1
('deu', 'dor');1;1
('dor', 'barriga');1;1
('barriga', 'tanto');1;1
('tanto', 'rir');1;1
('rir', '...');1;1
('...', '😂');1;1
('mds', 'kkkj');1;1
('kkkj', 'coloquei');1;1
('coloquei', 'live');1;1
('kauan', 'status');1;1
('status', 'nome');1;1
('nome', 'baixo');1;1
('baixo', 'aí');1;1
('aí', 'mãe');1;1
('mãe', 'tava');1;1
('tava', 'achando');1;1
('achando', 't');1;1
('q', 'acreditam');3;3
('acreditam', 'q');3;3
('q', '5g');3;3
('5g', 'transmite');3;3
('transmite', 'covid');3;3
('covid', 'cancro');3;3
('cancro', 'caminho');3;3
('caminho', 'p');3;3
('p', 'derrubarem');3;3
('derrubarem', 'postes');3;3
('postes', 'eletricidade');3;3
('eletricidade', 'crl');3;3
('crl', 'https://t.co/…');3;3
('coronavirus', 'anak');1;1
('anak', 'krakatoa');1;1
('krakatoa', '...');1;1
('merda', 'porta');1;1
('fundos', 'precisava');1;1
('precisava', 'fazer');1;1
('especial', 'natal');1;1
('precisando', 'aglomerações');1;1
('aglomerações', 'amigos');1;1
('quanto', 'jornalista');1;1
('jornalista', 'pode');1;1
('pode', 'quebrar');1;1
('dois', 'pesos');1;1
('pesos', 'duas');1;1
('duas', 'medidas');1;1
('atenção', 'dono');1;1
('dono', 'farmacia');1;1
('farmacia', 'primo');1;1
('primo', 'mosquito');1;1
('mosquito', 'pousou');1;1
('pousou', 'casa');1;1
('casa', 'bolsonaro');1;1
('tou', 'depilado');1;1
('depilado', 'rego');1;1
('rego', 'pra');1;1
('ficar', 'cama');1;1
('cama', 'fazendo');1;1
('...', 'porra');1;1
('🖖', 'https://t.co/sGNF3miAMj');1;1
('wuhan', 'cidade');10;10
('cidade', 'epicentro');10;10
('coronavirus', 'escondendo');10;10
('escondendo', 'corpos');10;10
('corpos', 'pra');10;10
('pra', 'continuarem');10;10
('continuarem', 'política');10;10
('política', '0');10;10
('0', 'mortos');10;10
('mortos', 'veja');10;10
('logo', 'ta');2;2
('ta', 'ficando');2;2
('ficando', 'dificil');2;2
('dificil', 'puxa');2;2
('puxa', 'assunto');2;2
('assunto', 'wpp');2;2
('quarentena', 'molho');3;3
('molho', 'massa');3;3
('massa', 'tudo');3;3
('tudo', 'caseiro');3;3
('caseiro', '😋');3;3
('😋', 'https://t.co/zfVBuGjWd8');3;3
('eheheheeheh', 'nahh');1;1
('nahh', 'firma');1;1
('firma', 'boa');1;1
('ate', 'mete');1;1
('mete', 'c');1;1
('c', 'piadas');1;1
('piadas', 'elaboradas');1;1
('elaboradas', 'assim');1;1
('assim', 'sim');1;1
('kkk', 'ya');1;1
('ya', 'ku');1;1
('#butecobohemiaemcasa', '#butecoemcasa');1;1
('#butecoemcasa', 'corona');1;1
('acaba', 'comigo');2;2
('comigo', 'live');2;2
('acaba', 'chora');1;1
('chora', 'bb');1;1
('bb', 'https://t…');1;1
('denuncia', 'sim');1;1
('sim', 'quarentena');1;1
('férias', '😃');1;1
('tecnologia', 'importante');1;1
('qualquer', 'país');1;1
('país', '...');1;1
('...', 'https://t.co/7DkC7bawgY');1;1
('taylor', 'nation');1;1
('nation', 'descobri');1;1
('descobri', 'boletos');1;1
('boletos', 'vão');1;1
('vão', 'chega');1;1
('chega', 'meio');1;1
('quarentena', 'https://t.co/Tve4c…');1;1
('partiu', 'ir');1;1
('ir', 'nesses');1;1
('nesses', 'lugares');1;1
('lugares', 'qnd');1;1
('qnd', 'passar');1;1
('criança', 'pensava');4;4
('pensava', '2020');4;4
('2020', 'imaginava');4;4
('imaginava', 'cidades');4;4
('cidades', 'futuristas');4;4
('futuristas', 'hologramas');4;4
('hologramas', 'teletransporte');4;4
('teletransporte', 'bom');4;4
('bom', 'futuro');4;4
('futuro', 'chego');4;4
('ir', 'psicólogo');1;1
('quarentena', 'pesada');1;1
('pesada', 'rolando');1;1
('rolando', 'quero');1;1
('saber', 'tá');1;1
('sendo', 'fazer');1;1
('fazer', 'níver');1;1
('níver', 'nesse');1;1
('momento', 'hein');1;1
('hein', 'todo');1;1
('mundo', 'long');1;1
('acompanhado', 'três');1;1
('três', 'músicos');1;1
('músicos', 'fez');1;1
('fez', 'questão');1;1
('questão', 'avisar');1;1
('avisar', 'nova');1;1
('nova', 'live');1;1
('live', 'seguindo');1;1
('seguindo', 'protocolos');1;1
('protocolos', 'saúde');1;1
('saúde', 'tod');1;1
('enquanto', 'aí');1;1
('gripezinha', 'perdendo');1;1
('perdendo', 'amigos');1;1
('amigos', 'todos');1;1
('dias', 'vergonha');1;1
('vergonha', '#covid');1;1
('ei', 'papo');2;2
('reto', 'turma');2;2
('turma', 'podia');2;2
('podia', 'meter');2;2
('meter', 'quissafolia');2;2
('quissafolia', 'pique');2;2
('pique', 'antigamente');2;2
('antigamente', 'quarentena');2;2
('fita', 'fico');1;1
('puto', 'pessoas');1;1
('entendem', 'quarentena');2;2
('família', 'cara');1;1
('cara', 'chama');1;1
('ueh', 'pode');1;1
('pode', 'trabalhar');1;1
('trabalhar', 'causa');1;1
('covid', 'kkk');1;1
('furar', 'piercing');2;2
('ba', 'conhecem');1;1
('conhecem', 'tão');1;1
('vendo', 'amigos');1;1
('saibam', 'vergonha');1;1
('quarentena', 'preocupado');3;3
('preocupado', 'escritor');3;3
('escritor', 'catalão');3;3
('catalão', 'viu');3;3
('viu', 'livros');3;3
('livros', 'chegar');3;3
('chegar', 'semifinal');3;3
('semifinal', 'international');3;3
('international', 'booker');3;3
('booker', 'prize');3;3
('prize', '202');3;3
('ficar', 'fim');1;1
('quarentena', 'cortar');2;2
('ver', 'aqui');1;1
('aqui', 'https://t.co/1xgdEtWWQH');1;1
('lindo', 'irmão');1;1
('irmão', '😍');1;1
('quarentena', 'discuti');3;3
('discuti', 'comigo');3;3
('mesma', 'falamos');3;3
('fotos', '#stayhome');1;1
('#stayhome', 'https://t.co/iwh8kTeGsK');1;1
('invisível', 'mercado');1;1
('mercado', 'força');1;1
('força', 'pra');1;1
('pra', 'resolver');1;1
('resolver', 'crise');1;1
('crise', 'nenhuma');1;1
('nenhuma', 'https://t.co/RWbwK82GNI');1;1
('reunir', 'amigo');2;2
('parem', 'ser');2;2
('ser', 'imbecis');2;2
('imbecis', 'ta');2;2
('ta', 'surtando');2;2
('surtando', 'saudade');2;2
('saudade', 'egoísm');2;2
('brad', 'montana');2;2
('montana', 'evitem');1;1
('evitem', 'aglomeração');1;1
('aglomeração', 'tocar');1;1
('tocar', 'assistindo');1;1
('assistindo', 'orgia');1;1
('orgia', 'pode');1;1
('pode', 'clica');1;1
('clica', 'link');1;1
('coronavirus', 'inventado');1;1
('inventado', 'terror');1;1
('terror', 'nada');1;1
('nada', 'comparado');1;1
('comparado', 'outros');1;1
('outros', 'vírus');1;1
('vírus', 'bactérias');1;1
('bactérias', 'doenças');1;1
('doenças', 'q');1;1
('q', 'sempre');1;1
('sempre', 'causaram');1;1
('causaram', 'óbit');1;1
('pública', 'rio');1;1
('rio', 'sintomas');1;1
('sintomas', 'testa');1;1
('19', 'https://t.co/JPT6xRfvjm');1;1
('dois', 'nessa');1;1
('quarentena', 'engordei');1;1
('10', 'kg');1;1
('kg', '5');1;1
('5', 'trago');1;1
('coe', 'tuba');1;1
('tuba', 'maneirin');1;1
('maneirin', 'kkk');1;1
('espero', 'amigos');2;2
('amigos', 'façam');2;2
('façam', 'resenha');2;2
('resenha', '3');2;2
('perguntas', 'calam');1;1
('calam', 'mortos');1;1
('mortos', 'ontem');1;1
('ontem', 'tratados');1;1
('tratados', 'precocemente');1;1
('precocemente', 'cloroquina');1;1
('cloroquina', 'zinco');1;1
('zinco', 'doutor');1;1
('amores', 'ainda');1;1
('então', 'hora');1;1
('hora', 'apenas');1;1
('apenas', 'vendendo');1;1
('vendendo', 'fotos');1;1
('vídeos', 'rifa');1;1
('rifa', '❤');1;1
('️', 'https');1;1
('hora', 'acordar');1;1
('acordar', 'notícia');1;1
('notícia', 'acharam');1;1
('acharam', 'cura');1;1
('vírus', '🥺');1;1
('melhor', 'argumento');1;1
('argumento', 'pra');1;1
('casa', 'https://t.co/ff1oiI3maO');1;1
('disponível', '2º');1;1
('2º', 'filme');1;1
('montana', 'confira');1;1
('confira', 'íntegra');1;1
('íntegra', 'pagar');1;1
('pagar', 'nada');1;1
('nada', 'sucesso');1;1
('sucesso', 're');1;1
('p', 'resenha');1;1
('resenha', 'q');1;1
('q', 'pecado');1;1
('pecado', '😩');1;1
('horas', 'penso');1;1
('penso', 'cadê');1;1
('polícia', 'desce');1;1
('desce', 'porrada');1;1
('porrada', 'bala');1;1
('bala', 'borracha');1;1
('borracha', 'manifestante');1;1
('manifestante', 'pq');1;1
('tanta', 'condescendência');1;1
('condescendência', 'c');1;1
('serio', 'q');1;1
('foto', 'quebrando');1;1
('mentira', 'vcs');1;1
('vcs', 'jornalistas');1;1
('jornalistas', 'sao');1;1
('sao', 'lixo');1;1
('lixo', 'https://t.co/NPTwCk6rS8');1;1
('irmão', 'quarentena');1;1
