;num_tweets
10s;1
encerrar;1
@Prefeitura_Rio;1
❤️🤝;1
Existem;3
Doe;1
@febrandalise;2
pesando;3
mimada;3
'Brumadinhos';2
mandato;2
provocou;9
https://t.co/b7psydaXNj;2
@ariana_carioca;1
Li;2
norma;1
seguradoras;3
pandemias;2
optar;1
Ator;6
https://t.co/66B3yU9Nj9;4
@aninha_b11;9
sabe...quarentena;9
@c6rleone;2
cachorros;4
@brendasanto_;3
limeira;4
@sergiosaleitao;2
https://t.co/sfrK6tqE0D;7
@JuninhoDoQuebra;1
Passinho;1
dancinhas;2
juninho;1
Quebra;1
🕺🏽💣💥;1
aperta;2
@thais_soares01;1
@doyougncult;1
doyoung;1
imagine;2
@QueridosTextos;1
@pxxrocha;6
transando;8
@Gafrotuga;1
normalmente;9
@DHumanosBrasil;5
#Informação;3
#NãoCompatilheFakeNews;3
Secretária;7
Angela;12
Gandra;18
Martins;3
@DireitosFamilia;3
@ariellixavier;11
Alexandre;19
prejudicado;13
@TomasPereira__;2
eva;1
😳;2
@patrickspatric3;1
manow;1
Gui;2
testou;8
orem;1
@hidaraoff;2
extremamente;8
sensível;5
Ja;12
@V1niciusp;1
fera;2
@Wingmanfps;1
[SORTEIO;1
KIT;1
SILENCIOSO];1
gameplay;1
sortear;7
USP;5
Cortex;1
@prfvoces;1
@ihhcarus;1
bebado;1
inicio;2
@arierom23;2
@RobertMeedeiros;5
Adolescentes;5
@Samumdgg;1
qria;2
docin;1
balanço;9
revista;4
científica;69
Nature;2
mostra;114
115;3
@jnseubb;1
ossada;1
mané;5
@caroldiascrf;8
@_PedroArantes;1
@qualfoiJD;1
acordando;12
@LuisQuadros2;1
Incrivelmente;1
chato;11
@cyrusafa;8
contenção;6
contabilizando;6
Malvinas;6
@bregabregoso;1
ESTA;2
EXATAMENTE;2
ASSIM;5
@adrianotomasoni;2
@casacivilbr;6
carregamento;23
material;56
@boooorel;12
Oq;14
kkkk;53
🥱;15
@dluca666;2
buceta;15
restou;2
punheta;5
https://t.co/gCTdVHyru2;2
@rickff_;1
indiquem;1
SÉRIES;1
@laimeireles;1
Cheguei;1
montanha;3
parecia;1
realidade;14
paralela;2
bar;11
@JJEdeSouza;1
Paraíso;1
Cariri;2
confirmações;1
@Raulzerazinha;1
churras;8
revendo;1
@felipefialho_;3
escondido;5
@AngeloAugustoCS;20
proibido;24
arrecadar;23
alimento;21
@CleiaOliva;1
Ta;13
@NatanzinhoOfc;8
*quarentena;9
@kauanlobato1;1
bonito;15
@BaianissimaA;1
redeglobo;1
😃😃😃😃;1
Gentcheee;1
Mandeta;492
🤔😲;1
@henriqfc;1
Brahma;2
duplo;1
@FelipeCobalchi2;2
Anem;2
Kauan;6
pecuária;2
@mdenser;26
querendo;59
Quintal;26
@djgbroficial;2
@_alinne_dias_;5
centro;16
feirinha;5
mds;10
@froesisadoraaa;1
brabo;8
@gipradoo_;1
significa;8
respeitem;1
comprovando;4
@snazalacrc;3
achar;18
roupas;12
@crda_;1
@chorandissima;1
estaremos;2
@calabocaohboi;2
bella;2
ciao;2
penta;2
xau;2
verão;14
@jeferson;5
ISOLAMENTO;10
SOCIAL;7
consiste;11
ISOLADA;2
@bricklauro;1
acumuladas;1
BOM;6
DIA;24
ROBÔS;6
MOVIDOS;5
SABADÃO;5
PERFEITO;5
BURLAR;5
IRRITAR;5
GRAVATINHAS;5
GRANDE;10
@selenazrare;13
vivido;13
variação;13
@viniciusufrj;2
NZ;1
@cynaramenezes;23
tese;21
devia;30
bozoquina;21
@biaclgama_;2
@natacha_par;1
Parem;13
beefs;1
jardados;1
redondo;1
incluindo;2
@TotaPatrick;1
mane;4
@MauricioRicardo;94
protestos;98
desafiarão;94
historiadores;94
protesto;101
@faleirosluisao;3
atras;6
@ThalesMiura;1
@cwblista;4
MANDAR;4
VERME;5
KKKKKKKKKKKKKKKKKKKKKK;4
tropa;18
@VeritasVincat;2
renega;2
movidos;2
@palysondinto;1
@Marcelo19827278;1
Credo;2
caminhada;5
12km;1
sozinho;25
zona;12
rural;1
@SafadezasTop;6
@jakezdowney;1
tentem;1
bauducco;1
ganham;1
biscoito;3
@ronaldocaiado;18
questionada;8
MEDO;8
COVI-19;8
participar;11
📍Equipes;1
@UFPel;1
realizando;1
residências;1
regiões;1
@juliasalvadoor;5
Waldemar;5
Rodrigues;16
@LwithP;12
perguntou;11
“sabe;10
queria?”;10
respondi;10
@a_jessicao;18
apontar;18
dedo;23
verdadeiros;23
responsáveis;21
gerada;18
maldito;21
@fabiosmila;2
@iatacofodido;10
tatuar;11
montei;10
máquina;11
lego;10
https://t.co/Tp1j9WkgNP;1
@kaylanepaesleme;1
🤪;2
@SalvadorJaime07;9
café;13
almoço;15
janta;9
@LerandeN;3
https://t.co/jwRidtZzJC;3
estaria;9
@hslnfm;10
gatos;4
terceiro;5
@augusto_quaglia;4
@LoritaCvp;3
favela;12
acari;3
@EduardaMeirel13;1
[11/04/2020;3
]Milena;1
❤️;23
Amg;1
Ia;1
vim;10
grt;1
@Buzeto771;2
🤦🏼‍♂️;2
@RogerioCorreia_;65
Gerais;67
⁦@jairbolsonaro⁩;62
mineiros;62
mineiras;62
atende;2
(Prevent;2
Senior);2
utilizar;2
@_beapxt;8
afastadas;8
conectadas;8
challenge✨;8
oito;1
155;3
@adroth_br;1
@Iza_Franco55;1
rigorosa;1
Soltura;1
massiva;2
gerar;2
enormes;1
prisional;3
Crivella;4
cogitando;3
invadir;6
casas;10
remover;3
arrastá-los;3
@mandcrf10;3
@PatoCorporation;50
cornos;46
@MariaX8195;3
Gonçalo;2
injustos;1
obedecidos;1
#WitzelVaiNoSalgueiro;1
@caetanoveloso;1
Xangô;1
fogueira;1
João...”;1
🎶🔥;1
canção;5
composta;1
@gilbertogil;1
@marialu84372692;1
cunha;2
bonitinho;1
@HiramPascoal;1
receitar;2
incompetência;1
formado;2
@silvaniasalomao;17
(mau);4
poeta-ministro;4
Desconhece;4
acaso;10
(desde;7
2017);4
@MariluPamc;6
surtados;6
causadores;6
Saco;9
ignorante;9
CU;20
@Felipinhosheik2;1
chuva;4
@ozooplancton;1
THE;3
STROKES;1
descongela;1
fucked;1
Anos;1
entregar;40
@vlsantos21;1
366;1
Povo;9
Vms;3
pressuposto;4
anestesia;3
@emicizanotti;1
Pensando;5
@vitormats15;2
servindo;6
bateria;11
@brendxlb;2
@israelmaggioni;1
1100;1
@GizmodoBR;2
diretor;5
Centros;2
Controle;5
Prevenção;9
Doenças;3
“reativação”;2
@marianapires;1
JN;13
enfrentando;47
@loliveira_2020;1
REMÉDIO;1
utiliza;1
estratégia;7
incitar;1
abandonar;12
@ClaudiaGadelha_;2
treino;8
Postei;4
@jadexdrigo;1
piranhando;1
🔥;7
@ICampos2000;15
Amém;20
@Leonard70903005;1
@portaluai;9
carluxo;3
retrato;3
reafirmar;3
narrativa;14
@centraldotimao;1
Promoção;11
🏴🏳️;1
Tour;1
Casa;13
imperdível;1
@jupiterpink_;1
@_acnetto_;1
@gabrielgonzaga;1
papo;11
prevenir;15
andando;4
saude;11
@HelenaHalpern3;1
@_sonyEricksson;1
quarentener;1
Fica;18
morrem;9
@mariaklaracomk;3
quarentena🥵;3
@cleusa_slaviero;10
Situação;34
absurda;10
testam;11
@Jonas48140701;3
prioridade,sempre;1
efetivo;3
pergunto;4
@EduardoLeite_;4
@fabiulauren;2
PROCURA-SE;2
MORTO;2
EFEITO;2
COLATERAL;2
HIDROXICLOROQUINA;10
Ass;2
@veramagalhaes;28
@guilkerme_;1
@RCarvalho_97;1
Churrasco;2
playlists;2
@badgrlu;3
cabe;15
rio;28
ostras;3
lançar;21
jazz;3
@ocnoticias;5
Vigário;6
excelente;5
@TerezaFelipeGo;1
Alcolumbre;2
aguardando;2
@Emmanue82399640;1
galã;1
nato;1
😎✌.Uma;1
mlhrs;1
conheci;3
crisma;1
tmj;1
circulam;2
“comprovar”;2
tais;2
afirmações;2
tiradas;3
participou;5
@th4iscrf;48
@_luizasg;2
@PringlesBrasil;7
Vigésimo;9
sexto;7
quarentena…;8
estoque;7
Pringles®️;7
@skxfree;5
Diante;21
esforçando;5
@brendalmeida1;11
Cara;26
sensação;18
enlouquecer;13
@DiarioPE;9
recentes;3
SES-PE;2
132;3
@xuliaxunqueira;4
decreta;5
@henricarneiro;2
Brasília;11
habitante;2
dezenas;3
esconde;5
@mariananevesp;7
Itaperuna;7
@Lara78840151;1
Provas;9
vestibular;1
eventos;9
mundiais;4
abalaram;1
A);2
B);2
@marcogomes;1
imaginem;2
BIÓLOGO;1
PESQUISADOR;1
ATILA;1
IAMARINO;1
viveram;2
@kaikemiranda;18
relembrando;14
vivi;14
@bbyteixxeira;1
@thicico;27
enterradas;5
valas;7
comuns;8
caixotes;6
madeira;7
Unidos;73
@diana07raquel;14
@manuelabitten14;1
@magnesio;2
Fiquem;24
rolezinho;13
imbecis;36
@MarianaLeito13;1
morangos;1
@Pierre_Alves_;2
Arão;2
@Queimado100;2
Ya;2
passado;67
melhores;25
17;25
ly;2
@moretonizinha;1
@bunnybeli;1
voltas;1
Sol;3
amor💕;1
@papodefavelaofc;1
Tentaram;1
interna;6
🦠;8
👇🏻👇🏻;1
@marceloporpino;5
Milhões;8
@cinnamongirlv;1
retardados??????????????????MANO;1
MORRENDO;3
CAUSA;5
@lesbicaxn;5
mínima;6
@GiovannaLorena7;1
demência;9
CONTRA;8
@yungbloodx;1
aguentaria;1
baekhyun;1
@LILMAMIBARBZ;5
tamos;5
tds;8
crush;10
personagens/atores;3
séries;8
exciting;3
@willdretti;1
Recado;4
nazistas;1
forçada;1
@ItoWilson;2
AGU;13
desmandos;1
pedirem;1
prestações;1
@beatriz_lrr;6
chamem;11
#dontrushchallenge;6
🤩✨;6
ajudem;8
divulgação;7
prazo;2
restrições;3
shoppings;4
https://t.co/pGgncOCFdv;2
@ClaraSacrament5;2
engordei;7
3kg;2
@Biakicis;8
autoridades;23
preferiram;3
enxergar;3
@godyxto;44
Pedro;55
trans;44
@marioscand;7
Pai;27
dirigente;8
PCdoB;11
parta;1
verba;5
gasta;2
ministérios;1
QUALIDADE;2
PAPAI;2
atestar;4
@caiocopolla;15
recomenda;69
desarmamentista;10
@TifanyVersace;1
noixxxx;1
@jpTYF50;2
esportes;3
@_leletzz;1
KKKKKKK;4
KKKKKKKKKKKK;5
continuo;5
retardada;1
fznd;7
bj;3
@bterralivre;5
Weintraub;9
completou;15
MEC;5
panorama;7
educação;6
alheios;1
clamor;1
popular;7
@castrofor;2
mandou;19
Alertem;2
brochar;2
@LuIbanez4;1
@oliveiraacarlo1;8
#BolsonaroTemRazao;14
Durante;24
gozava;7
reputação;10
objeto;7
polêmica;12
Adicionada;7
@USAemPortugues;1
Instituições;1
caridade;1
doando;1
dólares;6
impedir;9
disseminação;2
financiando;1
@cysonsa;4
cade;7
caneta;22
@mirgonkayser;1
91;3
@EsseDiegoLuiz;1
pegando;67
Erupção;32
tsunami;5
@gracinhaDavid_;2
Privacidade;2
😂😂😂😂😂;2
necessitando;2
respostas;2
tratado;20
@isabelamserra;2
vestido;2
tubinho;2
paetê;2
@kamily_andradee;1
@Karolinalopeess;1
aou;2
@conservwave;2
esqueçamos;3
@gen_heleno;9
Fodase;2
mini;5
ditadores;6
@capta_net;2
DEFENDENDO;3
https://t.co/IbPZJJw6aB;2
@Li_Henriques;1
Babu;3
@djlaryhill;1
desesperada;12
furduncinho;1
caxiense;1
vulgo;3
deixaria;1
criminosamente;3
calou;3
@fortebeatrizz;1
férias”;2
respeitei;1
“férias;1
@pah_rodrigs;1
piercing;13
@NayaraVenancio6;1
consciência;3
ocorre;5
terras;7
brasileiras;10
@walterporto;2
Olga;2
Tokarczuk;2
Nobel;2
@folhailustrada;2
exclusivo;5
@ceriseabricot2;2
mijada;2
🤤;8
🙄#COVID19;2
#corno;2
#mulhermaravilha;2
#mulherdocorno;2
#cuckoldwatching;2
#bigblackcockworld;2
@juvicentex;1
passinho;2
Drake;1
✨💘;1
@Ygor_LP;1
@peetacrf;11
@ivotentacion;1
saír;2
@Filwalker;1
Look;1
Zona-Sul;1
#quarentenaLGBTQ;1
#quarentenaBrasil;2
#Recife;1
#Brasil;5
#LOOK;1
#looks;1
@_ThomazFelipe;1
#pas;1
@Ingridsg1804;1
vulnerável;1
escondendo;11
@EhJones;1
Is;1
This;1
love;5
That;11
i'm;1
feeling;1
Canta;1
Wanderley;13
Andrade;13
Imperatriz-MA;1
(RECEBEU;1
INTIMAÇÃO;1
ESTAR;19
LÁ);1
Cuida;4
3h;9
@JanoskiMilton;10
nesses;23
paralelos;9
suportar;9
@Sufboyz;2
aprendi;13
susanoo;3
@lislinda_;2
suporto;3
@ameiasuja;1
ESSAS;1
MERDAS;1
VEM;5
LEVAR;1
EMBORA;1
DAQUI;1
@ConsulChinaRJ;1
@addammgl;3
cappuccino;3
@debbiecarceles;1
@bbb;1
Thelminha;1
diminutivo;1
figurante;1
hippie;1
coadjuvante;1
@luanpotter;3
ovos;18
colher;5
lindíssimos;3
iniciativa;30
privada;12
empreendedores;12
chamados;12
sacrifício;14
@RafaellaGappo;1
Escrevam;3
miséria;3
@alesondsb;1
Antônio;95
67;2
gov;3
@thaisferraoo;1
26º;1
sal;1
batata;4
@jjnamjoon;1
TODAS;3
bonitas;2
hidratadas;1
@alexandregrillo;4
deixado;2
presidiário;2
mantém;3
segura;25
@gigizizy;1
judiada;1
quarentena...eu;1
@SolanaStvr;2
registros;2
rolaram;2
gig;2
edição;2
festival;6
#TrilhaPalooza;2
@ppcharmosaa;7
@hbredda;8
genocidas;7
preocupadas;9
umbigo;7
@BrendaLottici;1
olhando;28
@ProAliancaBR;9
prescrevem;5
p/pacientes;5
claros;5
vierem;5
@SandrinaBarroca;2
@pretakit;1
fodido;6
pensa;6
@rafasrd;3
viveu;7
Rapaziada;6
011;1
Futevôlei;1
MORTES;23
NAS;10
ÚLTIMAS;16
hs;10
2074;10
917;10
619;12
510;11
353;10
@Burgos;1
precisamos;10
HOJE;6
#;3
@Rezendd_;3
Sdds;4
@morerasz;12
devida;12
tornarem;12
@ilarilarieeh;3
Circle;3
Nao;35
@cris_direita17;6
Vitamina;7
D;43
fatores;6
associados;6
@Gustavorb23;1
@wandadobner;1
Eles;54
@beassuncao_;1
Barnabé;1
somando;1
concertos;1
@caroll_oliverrr;5
🤧;9
@sanny_garcia;2
@Sfalsin1;1
@oneidamaximo;1
@saranovnograu;2
sutiã;10
mlr;2
acontecido;3
@andrezadelgado;1
básica;5
limpeza;1
@AzevedoAlves;6
oportuno;6
CESOP-UCP;6
vantagem;9
basear;6
amostra;8
representativa;6
confirmar;8
@lgbtricolor;1
🏡🤔;2
desenhou;2
@Diskhenrique;1
Gavassi;2
tudooo;1
Don't;2
Start;1
Now;1
spotify;1
@oSamOliver;2
#tsunami;2
Eua;71
@joaopedropach14;1
20min;2
valeram;1
@HenriqueErreir9;1
Kkkkkkkkkkkkkkkkk;1
carente;13
@CleideBido;4
pedir;37
ligadas;5
Cônsul;4
China,foram;4
@taevchiId;1
@chaeraspring;2
@Pedrogcarlos;2
alcoólatra;3
@kabokiko;3
interrompem;1
VEJA;2
colocaram;3
vacinação;4
gripe;9
09/05;1
@olabocos;1
convenci;1
incrédulos;1
pesar;3
acabada;1
tatuagem;16
pintar;10
@madlyhigh;1
sushi;2
botar;5
silicone;1
utilização;19
chikungunya;19
Era;31
600mg;17
@harunookami;4
terra;38
ligou;9
antivírus;4
@maddudis;1
baixo;12
calão;1
capaz;22
expressar;3
tamanha;1
@higorpaiva_;7
ministerio;7
providenciar;11
terapia;19
coletiva;23
@xanamalheiiro;1
@luisa_accorsi;7
sugam;8
@IrlanSimoes;2
Gazeta;3
18;15
Outubro;2
1918;2
Simplesmente;10
incrível;22
implacável;2
Siga;4
@AnaPinto624;5
reunido;6
nargas;6
caralha;7
aumentaram;7
@aninha_vixx;5
@eusoumachado;1
@gugablaze;1
copao;2
Ingredientes;1
2L;1
uísque;1
gelo;1
coco;1
4L;1
energético;1
Modo;4
Informando;10
torcem;15
passada;14
apresentou;13
@VnMoreiraCrf;1
FOSSE;1
GOLEIRO;1
DEPOIS;10
DISSO;3
SAIA;3
PELO;17
VEMOS;9
PRECISAMOS;10
MOMENTO;9
DESSA;13
AJUDA;9
SUSPEITA;13
@carlitus_neto;6
plantos;1
doar;5
@GabiFra75543938;1
Máfia;7
diria;4
expulso;1
@vitortorres;3
crimes;10
sanções;4
políticas;7
@Nerysk81;1
lembrar-me;1
@StephenKanitz;1
científico;7
@BravinMarcelo;2
70.000;2
diarreia;2
infecciosa;2
2919;2
5.000;2
tuberculose;4
400.milhoes;2
@clorexiduda;4
DÁ;6
CHEGAR;13
TEU;4
PARENTE;4
ESTOQUE;4
@emanoel_barros;7
CNN;61
sufocante;6
públicos;8
(em;7
@Gaguis3;48
Barulho;49
Tsunami;51
Maio;56
789;2
@ladygaga;5
@pudimjack;1
role/viajar;1
@MargaridaS_04;7
formos;9
@freitasnataliar;12
porraaaaaa;12
@SBTonline;1
gênios;1
ultrapassam;4
#sbt;1
#sbtonline;1
@dimacgarcia;6
Graças;3
@_arthurrf10;1
sabadão;9
@squadnaruto1;1
abrimos;1
wpp;4
Crescimento;4
https://t.co/sU325Nboze;3
@Valeria_Jurado6;15
Vagabunda;15
FDP;15
corja;15
vala;17
Vila;15
@marivederci;2
@alcione_moreno;1
@AnaMariaRezen11;1
@rasakinabaiomi;1
@Furlantricolor;1
@Barbosaria_;6
entregues;6
músicos;16
conduzir;3
@fppaline;2
@djsexylove2;2
chamou;28
Baile;7
madruga;2
@vicente_dnpo;3
nisto;4
@irisfigueiredo;2
Dua;2
Lipa;2
@yungvt_;1
Eleitores;1
lixonaro;1
façam;11
@JessArtess;1
autoconvida;1
@showdavida;3
eliminados;3
vigiada;3
imaginavam;3
sairiam;3
@LaarissaCunha;1
Triste;10
@EstudosN;1
prorroga;1
reinado;2
autoritário;1
https://t.co/vKkewCqXEu;1
@matisantos_16;1
29;7
quarentena:eu;1
André;10
apreciar;3
Médico;27
Italiano;9
10%;11
atendidos;11
@TatianaNamen;1
Secreto;1
voces;4
@pedrxcarvalho;2
moço;24
apaixonou;14
@Juliana65612074;1
Rendição;1
Perder;2
lutar;8
paramos;1
@PMMacapa;2
Município;2
Macapá;4
172;2
Centro;14
Operações;8
@marildaapc;2
presente;10
👏👏👏👏;3
@Brazil6kf;1
usando;35
#hidrocloroquina;1
#azitromicina;3
#zinco;1
@GatoDoNordeste;1
sugerir;1
Ano;1
mta;3
bebida;5
@Samuel73013730;1
RAPAZIADA;1
SÉRIA;1
FAZENDO;32
LEILÃO;1
CUECA;1
LANCE;1
MÍNIMO;1
20,00;1
VINTE;1
TEAIS;1
@SeonsyainHobi;1
itiii😭😔💜;1
@webmamada;1
@VSamouco;1
dedicado;1
estudar/investigar;1
pensadores;1
@Vicksexz;1
Tesão;4
obrigou;6
rs;18
tarja;1
#PEITOSAWARDS;2
@cartacapital;5
#Opinião;3
cenário;10
precário;3
atingir;7
campo;11
mortalmente;4
fértil;3
@SarahPontes18;4
ata;5
ó;7
@sacoliro;4
Dica;3
troque;1
flexibilizem;1
@gabrielpbil;1
@xfofineos;1
trocando;1
@masoqxuao;1
curar;10
@Nogueirape12;1
@EusguriG;1
respeitariam;1
Leléco;1
@emanuelebrclls;3
calamidade;3
pelotas;3
multa;6
fizerem;4
@jbbolinho2;20
plantão;362
1300,00;20
lotado;21
@fabianoristow;1
homenageá-lo;1
retuitando;1
1ª;3
@welingtongulin1;1
@WillyVSalinas;2
@juliopesquisa;1
@BambinoSergio;1
praga;9
matou;139
@BotafoguenseLS;1
20293773927;1
😤😊;1
@TonLopesLocutor;1
Nenhuma;3
Zero;2
novidade;1
😒😒😒😒;1
@InuyashaDotadao;1
desenterrarando;1
gozada;5
gravou;1
aki;2
triplicarem;1
Pagodinho;3
Cerveja;3
trincando;4
saideira;3
Te;16
@orlandosilva;2
carne;8
barata;3
negra...”;2
@GUSTAV0_M0REIRA;2
Bonosauro;2
coxinha;3
apertando;3
quaisquer;2
@tremhg;7
@loryacioli;1
vei;10
kkkkkkkk;6
doido;16
eua/italia/china/espanha;1
embaixada;7
deixem;84
#Italia;4
@pessoanaquarent;17
@KodhaksenpaII;2
Tread;2
Esperança;3
acelerar;7
carolinharização;2
BR;33
@DeborahBritode1;1
Cuidando;1
Mental;1
link;13
https://t.co/QeDx6CZDkh;1
#saudemental;1
2-;8
13.979/20;3
lei;11
dispõe;3
@DaNikeOFC15;1
doidinho;1
@Castrojoohn;1
89;2
vó;27
virou;16
tiktoker;8
@guiicbastos;1
familiar;14
oscila;1
amá-los;1
@KatKatrinaNeves;1
tentaram;6
pré-confinamento;1
↪️;10
atingiu;14
1056;8
@pamela3s;1
@EuSouTerrivel;4
infinita;4
@geovanapvieira;2
@tradergirlbr;5
suicídios;2
depressão;7
crises;3
afetar;10
tantas;4
@G_crusz;1
@Usguinha;1
@carlypgaiola;12
existirão;12
padarias;12
@Isabebella9;2
@fernandagperei3;1
continuação;4
abraçando;10
Saímos;1
@washingtonpost;1
“Alexandre;1
Padilha;1
Dilma;8
cubana;1
24)Vcs;5
Olho;6
roxo;5
presas;5
sumiço;5
Funcionária;1
questionava;1
#covid_19;5
detrimento;4
@jk_pjm0;4
elimina;4
#krakatoa;4
@Rallfito;1
🎨Opa;1
SORTEIO🎨;1
"&gt;SORTEIOZIN&lt;dos";1
@gloriamachado_;1
desfazer;3
Discurso;1
adaptando;2
dificulta;1
@elpais_brasil;10
psicologia;2
chaves;1
@pedrobbrg;1
escolher;14
@AlessandroPT89;1
@__edna;1
tempinho;2
@TropaDlondres2;1
Oque;5
prefere;1
agente;1
faça;44
DEIXE;1
OPINIÃO;1
assumiu;33
papel;493
planfetario;22
decência;23
cobrir;22
@kkillmepls;7
nuvem;7
gafanhotos;6
3-“II;2
-quarentena:restrição;2
separação;7
suspeitas;2
contaminação;21
estejam;18
@mariavaleriam42;1
#ProtejamSUS;1
@davialcolumbre;2
@SenadoFederal;1
@RodrigoMaia;6
@camaradeputados;1
@superiIudido;7
@Daniel_Dac;1
@gutomattos;1
@cafecomferri;1
escolhendo;3
sobrevive;1
falência;3
crueldade;1
@Dudahhhhhhhhhh_;1
Paraisópolis;3
@jubasso_juntas;3
@mtst;17
desconsiderar;2
@Natralha01;3
pensasse;4
sumisse;3
pedacinho;3
ᴼᵖᵃ;3
ᵏᵈ;3
@susufuracao;3
@romanofaria;6
Madeira;6
regista;6
consecutivos;6
🙏🏻;6
@Gigi1001noites;1
hemisfério;1
norte;2
@vL_rodrigk;1
@biaaleitee_;2
@bADOx_did;1
@bombshellssz;1
diários;5
@pocfloyd;1
raspou;1
@fernandes_isa0;2
@jerulalima;2
@MarianaB69;1
Arranjem;1
trio;6
@euotrouxa;191
2°;5
@ballandja;3
Oportunismo;2
@iCLUBOYS;3
Lembrando;491
PRECISA;486
@pqpjessika1;2
Sair;10
@SexCoachFloripa;1
costumo;2
ilustrativa;1
enQUENTE;1
#livenaquarentena;1
https://t.co/qEiO9czfaw;139
Déborah;3
Duprat;3
desconformidade;3
relatório;7
acessar;5
👇;15
@pegadasalvador;1
procurando;10
@marcellloz;1
Quantos;6
ciclos;1
picos;2
imunizada;4
@jraiuga;6
errado”;1
Samel;3
@BkerKali;2
@therapshit;2
@renatoalmax;2
@emicida;2
arroz;3
orgânico;2
comunidades;5
carentes;2
@peterjordan100;57
evoluiu;58
tomou;83
@xldsmx;2
marcando;9
podendo;3
@fracaisso;1
@clebimfonsecaa;1
vivem;13
bailão;1
@luizpaulor;11
respondendo;1
questões;4
matemática;3
@Tokage_Uchida;4
mante-los;4
quarentenas;7
preventivos;4
@mjcoffeeholick;1
“Sai;1
@vulgogunner;1
@Accuarya;4
Xing;4
Ling;4
diabos;5
parças;6
@ConsulinDanilo;2
operou;2
Câncer;2
retorno;17
@da_HCB;1
@Gibalupo2;1
vegetando;1
@gandama2uco;21
(muitas);21
razões;21
dog;21
person;21
Desafio;24
animais;35
cão;23
@RGBrasil38;2
Padaria;1
sabotadores;1
promovem;1
criminalizarem;1
@orlandoguerreir;15
saídas;9
diárias;9
quebrarem;8
empregos;9
@kauaverass;1
lutando;3
jiu-jítsu;1
Gravando;8
diaries;8
movido;8
@tassoazevedo;5
#desmatamento;5
detectado;5
INPE;5
Amazônia;25
796;5
@Luluzinhaa06;1
@dudu__vl;2
deixamos;3
alento;2
@idesculpa;4
@hantoniosilva4;1
Ensinamentos;1
fazê;1
lo;2
@dudaaferreiraax;1
🥵🥵🥵;1
Catranco;1
Vivanco;1
pilantra;1
@lehmarquescv;1
ave;3
maria;3
muie;1
males;1
@analuizaphh;2
@mae_feminista;1
recomendação;14
ESQUENTA;1
CARNAVAL;1
@isabelbmonteiro;2
dava;8
@giovanagirardi;5
Tudo;62
motosserra;5
Alertas;5
@inpe_mct;5
indicam;11
Emocionante;12
saudando;12
economia;37
😭;13
https://t.co/iP2bpITldl;1
politicamente;1
correto;8
trabalham;5
@nadiabambirra;2
@Mejuling1;2
Lista;2
(✔️);2
(❌);2
-ir;2
❌;16
-visitar;2
-chamar;2
@PMorceiro;5
pequenas;4
fecharam;2
portas;2
@duuhads6;5
ngm;38
@Nahcaire;1
mundo/várias;1
declarando;1
abertamente;3
nazismo;3
@skrbiel;2
🎬;1
|VÍDEOS;1
SEMANA|;1
PROCURAMOS;1
EX;3
COMEÇAMOS;1
NAMORO;1
@meiracbmaria;1
substancialmente;1
burra;4
segredos;1
@VictorinooPedro;3
bebo;6
aproveito;3
@samuelpitangui;1
cirrose;7
@Matheusjke;2
@mariajoaoo13;1
Puta;8
pariu;19
@thainarammaria;2
@mandownLB;1
@jnsilva97;1
seca;7
ESTUDAR;5
Aonde;1
@spotniks;5
dedicadas;5
documentário;8
@Ja1Nascimento;2
forró;6
@gdelpomo;1
qr;3
crescer;5
@MarcoAAOrtiz;7
estadio;7
R$1;7
Bi;7
@_joaoabreu;1
Eu’s;1
@caio_bellote;4
roubar;33
Repito;4
@DJCHDOSB;1
normaal;1
DENTRO;4
@macoxxi;6
viatura;6
@avicsilva;1
#LGBT;1
#MatchLGBTQ;1
líder;59
https://t.co/PSPXz6G3sX;2
El;3
@mayaggomes;9
desesperado;10
advogado;9
chorando;19
@vaaaifelipe;8
personagens;11
@glhrrrme;1
incapaz;1
conversas;2
