;Palavras
vítimas (Possíveis);1
(Possíveis) do;1
vírus Somente;1
Somente no;1
no mês;1
de ma…;1
#JairNobeldaPaz https://t.co/siNpSIA20l;7
@diogobat29 Seguimos;1
de mas;1
mas um;3
no tesao;1
tesao @ORFEURIOS;1
@ORFEURIOS @Kaduventri;1
@meninosdotados @jocksnbeards;1
@jocksnbeards @CariocaLGBTQ;1
@CariocaLGBTQ @joanmoli…;1
@mostachico oitavo;1
oitavo dia;1
quarentena KKKKKKKKKK;1
KKKKKKKKKK https://t.co/KFQfZdM1pN;1
@isentaoraiz Só;1
tem bunda;1
bunda mole;1
mole nesse;1
nesse ministério;1
@daronisvish como;1
live c;1
@igorhmachado Bom;2
Bom pra;2
pra todos;4
todos vocês;2
q isolamento;2
isolamento é;2
é besteira;2
besteira os;2
Unidos é;2
ter 2000;2
2000 mil;2
mortes em…;2
@Luizpraieiro @policiafederal;4
@policiafederal @exercitooficial;4
@exercitooficial @gen_heleno;4
@gen_heleno @GeneralMourao;4
@GeneralMourao @jairbolsonaro;4
@jairbolsonaro @SF_Moro;5
@SF_Moro @MPF_PGR;4
@MPF_PGR @AMendoncaAGU;4
@AMendoncaAGU BACANA;4
BACANA PR…;4
@maluuzinhat realmente;1
quarentena muda;1
muda as;2
pessoas uns;1
uns pra;1
pra melhor;1
melhor e;2
outros pra;1
pra pior;1
pior kk;1
@marquinhoteix Vaguinhos;2
Vaguinhos crew;2
crew antes;2
quarentena https://t.co/JxmiGvnn8V;2
@geovannacastrom essa;1
@ex_veve Essa;1
ta diário;1
um detendo;1
detendo falta;1
falta só;1
só 1;2
ano 3;1
Coronavírus MG;2
MG registrou;2
por hora;3
hora entre;2
entre sexta;2
sexta e;2
e sábado;2
sábado https://t.co/0y2S60A59e;2
@SquadBDM_ Corram;1
Corram para;1
vídeo mais;1
mais pesado;1
pesado do;1
YouTube https://t.co/fODbLBiESf;1
https://t.co/fODbLBiESf https://t.co/YrZBo9F2L1;1
@belixma espero;1
quarentena tenha;1
tenha alguma;1
alguma festa;6
festa pra;1
poder rebolar;1
rebolar o;1
o rabo😔😔😔;1
@iaraalbuqueeeee a;1
a unb;1
unb vai;1
voltar pesquisar;1
@_Laryssantos96 Pelo;1
Deus né;1
@mariana_dg16 vejam;1
positivo já;1
já faltou;1
faltou mais;1
mais para;4
@lordlullianus quarentena;1
a @Nahmerda2;1
@Nahmerda2 ;1
 https://t.co/Fru0VBm9RD;1
@Joausv A;1
grande questão;1
questão é;1
esses irresponsáveis;1
irresponsáveis que;1
estão cagando;2
cagando pro;1
pro isolamento;1
isolamento só;1
tocar da;1
da gravidade;1
gravidade da;1
COVID-19 quando;1
quando ti…;1
@pp__pinheiro Quando;2
Quando começou;3
começou amor;2
de primavera;2
primavera ns;2
ns não;2
aguentou a;2
saudade Ohhhh;2
Ohhhh corona;2
virus larga;2
larga minha;2
minha Goiânia;2
Goiânia https://t.co/w9ViqgVlhw;2
@ThomasVConti Entrevista;1
Entrevista que;1
que dei;1
dei para;1
o jornal;1
jornal A;1
A Gazeta;1
Gazeta do;1
Santo sobre;1
sobre políticas;1
políticas públicas;1
públicas de;1
covid https://t.co/…;1
@bsethay sinto;1
sinto um;1
ódio absurdo;1
absurdo de;1
gnt se;2
cuidando e;2
e ficando;1
casa vc;1
vc saindo;1
saindo prejudica;1
prejudica o…;1
@thmoya VOCÊS;1
VOCÊS TEM;1
TEM NOÇÃO;1
NOÇÃO DO;1
DO QUANTO;1
QUANTO BOZOASNO;1
BOZOASNO É;1
É IRRESPONSÁVEL;1
IRRESPONSÁVEL ALÉM;1
DE NÃO;1
NÃO TER;1
TER COMPROVAÇÃO;1
COMPROVAÇÃO CIENTÍFICA;1
CIENTÍFICA DA;1
DA EFICÁCIA;1
EFICÁCIA DA;1
DA CLOROQUINA;1
CLOROQUINA A;1
A NÃO;1
NÃO SER…;1
@ZeldaMulher Só;1
Só nesse;1
nesse feriado;1
feriado -;1
- eua;1
eua vira;1
vira pais;1
pais com;1
maior numero;1
de obitos;1
obitos por;1
coronavirus -;8
erupção -;1
- terremoto;1
terremoto na;1
na california…;1
@Joausv E;1
E sim;1
sim vocês;1
vocês serão;1
serão culpados;1
culpados por;1
por infectar;1
infectar quem;4
quem vocês;1
vocês amam;1
amam caso;1
caso vocês;1
estejam respeitando;1
quarentena POR;1
POR ESCOLHA;1
@ONUBrasil Se;1
Se estudarmos;1
estudarmos o;1
passado aprendemos;1
aprendemos a;1
a enfrentar;1
o presente;1
presente Bibliotecas;1
Bibliotecas arquivos;1
arquivos e;1
e museus;1
museus têm;1
um papel;1
papel a;1
a desempenhar;1
desempenhar na;1
na cr…;1
@abressamerda queria;1
queria tar;1
tar assim;1
assim c;1
minha carta;2
carta (;1
@taay_cardoso_ Amore;2
Amore é;2
vc ficar;2
amigos não;3
@cepesp O;1
O Depto;1
Depto de;1
Ciência Política;1
Política da;1
da USP;3
USP tem;1
uma agenda;2
agenda sobre;1
crise Terça;1
Terça 14/4;1
14/4 17h30;1
17h30 o;1
o papo;1
papo é;1
é A;1
Resposta dos;1
e Municíp…;1
@mateusfgoias Se;1
hidroxicloroquina desse;1
desse resultado;1
resultado não;1
tava morrendo;1
morrendo 1000;1
1000 pessoas;1
EUA Não;1
sejam burros;1
burros a;1
do Bols…;1
@anabg_b minha;1
minha boca;1
boca só;1
quer beijar;1
beijar beijar;2
@lacerdaan Aproveite;2
Aproveite a;2
para bailar;2
bailar com;2
seu cheiroso;2
cheiroso https://t.co/p1GX8RQyGS;2
@fp_valentix depois;3
quarentena primeiro;3
rolê marcado;3
marcado pra;3
pra 19h;3
19h eu;3
casa às;3
@SBACV Costumamos;1
Costumamos falar;1
sobre angiologia;1
angiologia e;1
e cirurgia;1
cirurgia vascular;1
vascular mas;1
mas neste;1
preciso homenagear;1
homenagear e;1
e agradecer;1
agradecer nossos;1
nossos colegas;1
colegas infecto…;1
@detailscarl Quarentena:a;1
Quarentena:a Eu;1
e Manu;1
Manu https://t.co/tJ35xL4pqT;1
@Esbaile A;1
SP apreendeu;1
apreendeu uma;1
material ROUBADO;1
ROUBADO das;1
do aerop;1
aerop de;1
Guarulhos 2af;1
2af O;1
O CHINÊS;1
CHINÊS Marcio;1
Marcio Zen…;1
@Dudaoliveirat_ Só;1
amigos 😔;1
Alegre em;16
#covid19 é;3
se dá;3
dá valor;3
valor às;3
às coisas;3
simples como;3
tarde https://t.co/nOcBhru1th;3
@evertonpcao @minsaude;1
@minsaude poderiam;1
poderiam nos;1
nos posicionar;1
posicionar sobre;1
sobre qtd;1
qtd por;1
por estado;1
estado Covid19;1
Covid19 1);1
1) total;1
contaminados desde;1
dia 2);1
2) dess…;1
@Antonio37958705 @CarlaZambelli38;1
@CarlaZambelli38 Apos;1
Apos a;1
a meia;1
meia liberação;1
cloroquina pahhhhh;1
pahhhhh segundo;1
dia com;1
com redução;1
redução dos;1
dos óbitos;1
óbitos #bolsonarotinharaza…;1
@bodegadelaloza Plato;1
Plato pando;1
pando de;1
de 23.5cm;1
23.5cm porcelana;1
porcelana para;1
para tráfico;1
tráfico pesado;1
pesado americana;1
Corona https://t.co/mQRPGdBTz7;1
@let_santosc parem;2
vírus preciso;3
show desse;2
desse homem;6
homem logo;2
@victorialeal_ quero;1
namorado incrível;1
incrível num;1
num mundo;1
mundo sem;1
@arturdotcom Isso;1
dizer “Corona;1
“Corona é;1
entre usuários;1
de Android”;1
Android” Toda;1
Toda doença;1
doença tende;1
tende a;1
@pitloiraa Só;1
Só apago;1
apago quando;1
quarentena acabar🥴;1
acabar🥴 https://t.co/9h6vqMXIqh;1
@sotnas_ub3 Eu;2
ficar maluco;2
maluco com;3
essa prr;2
prr de;2
@cacaretaa tá;2
muito difícil;2
difícil essa;3
@suurtada01 primeiro;1
vou arrastar;2
arrastar Guilhermina;1
Guilhermina cmg;1
cmg kkkk;1
kkkk pique;1
pique o;1
@tainant quando;2
acabar https://t.co/KCyVXnBxkg;2
@yagoribr 600;2
600 reais;4
reais do;4
@diogobat29 Bom;1
meus putos;1
putos pra;1
quem acordou;1
acordou agora🍆😈;1
agora🍆😈 ;1
quarentena 😷@SurubaDos;1
😷@SurubaDos @meninosdotados;1
@meninosdotados @Machoess;1
@Machoess @18Novinhodota…;1
@Zattor O;1
Bolsonaro avisou;1
avisou para;1
para ministrar;1
ministrar esses;1
esses remédio;1
remédio nos;1
que adquiriram;1
adquiriram o;1
Covid -19;1
-19 mas;1
a politicagem;1
politicagem vagabun…;1
@MalcomEcks Que;1
Que maravilha;1
maravilha essa;1
essa covid-19;2
covid-19 Pode-se;1
Pode-se desmatar;1
desmatar Amazônia;1
Amazônia sossegada;1
sossegada sem;1
sem ngm;1
ngm encher;1
saco como;1
como disse;1
o gal;1
gal Pode-se;1
Pode-se conti…;1
@wonkappa CARALHO;3
CARALHO MLK;3
MLK GABARITEI;3
@DiegoGSS Casos;1
Casos do;1
COVID-19 aumentaram;1
aumentaram no;1
ES Continuem;1
Continuem saindo;1
saindo como;1
se estivessem;1
estivessem de;1
férias Vcs;1
Vcs estão;1
imunes po;1
po Tomar;1
Tomar no;1
cu Brasilei…;1
@GeneralGirao Simples;42
Simples assim;44
assim Se;42
Se temos;42
a jurisprudência;42
jurisprudência que;42
dá respaldo;42
respaldo às;42
às decisões;42
decisões judiciais;42
judiciais por;42
não consideramos;42
consideramos o;42
@araujoviic quero;4
volta mano;4
mano vai;6
teu cu;4
cu corona;7
vírus desgraçado;4
@Na_Fenix38 Boa;2
noite @jdoriajr;2
 td;2
td bem;2
bem Gostaria;2
saber pq;2
o HM;2
HM está;2
dando 7;2
7 (SETE);2
(SETE) dias;2
de atestado;2
atestado para;2
para PMs;2
PMs com;2
de COV…;2
@o_ribs Se;1
não engordou;1
engordou na;1
@yan__guimaraes boa;1
noite @pauloantunes;1
@pauloantunes eu;1
muita saudade;1
senhor sera;1
podia pedir;1
pedir pro;2
da espn;1
espn reprisar;1
reprisar os;1
os offs;1
offs d…;1
@maraviclhosa quarentena;1
 fui;1
fui flagrada;1
flagrada conversando;1
conversando sozinha;1
sozinha pela;1
pela minha;1
mãe q;1
q logo;1
logo disse;1
estou endoidecendo;1
@samiabomfim Covid-19;1
Brasil 6/4;1
6/4 —;1
— 12.056;1
12.056 casos;1
e 553;1
553 mortes;1
mortes 7/4;1
7/4 —;1
— 13.717;1
13.717 casos;1
e 667;1
667 mortes;1
mortes 8/4;1
8/4 —;1
— 15.927;1
15.927 casos;1
e 800;1
800 mortes;2
mortes 9/4…;1
@burnfacho Seus;2
Seus irresponsáveis;2
irresponsáveis criminosos;2
criminosos ngm;2
ngm se;2
importa de;2
vcs pegassem;2
pegassem COVID;2
COVID e;2
e fossem;2
fossem pro;2
pro inferno;2
inferno mas;2
mas vcs;2
tem direito;2
de querer…;2
kralho https://t.co/9vPXDQMCvN;1
@DanadinhoKado Isso;2
Isso aí;2
governadores do;2
se tornaram;12
tornaram reis;2
reis em;2
seus castelos;2
castelos e;2
e fechando;2
fechando tudo;2
pobres que;2
se lasque;2
lasque s…;2
@Lk3030 Reflexões;1
Reflexões vida;1
quarentena 40;1
dias entre;1
céu e;13
a terra;1
terra https://t.co/x0EpZ6AWZG;1
@SilReGra Vocês;1
Vocês acreditam;1
que aqui;1
teve carreata;1
o João;1
quarentena Darei;1
Darei no;1
no pé;1
pé dessa;1
cidade urgentemente!…;1
@felipeneto A;1
Suécia decidiu;1
decidiu interromper;1
interromper tratamentos;1
tratamentos de;1
COVID19 com;1
Cloroquina após;1
após pacientes;1
pacientes terem;1
terem efeitos;1
colaterais severos;1
severos como;1
@roseyien sem;1
tempo tem;2
sobra #GOT7;1
#GOT7 #갓세븐;1
#갓세븐 @GOT7Official;1
@geraldomiotto Juntos;2
somos mais;2
mais fortes;2
e eficientes;2
eficientes para;2
ajudar os;2
mais necessitados;2
necessitados ;2
@jpdffc @maduprin18;1
@maduprin18 Tb;1
Tb tô;1
saudades pequena;1
pequena só;1
só passando;1
passando essa;3
msm pra;1
nós marcar;1
marcar algum;1
algum bgl;1
bgl pra;1
pra resenhar;1
resenhar amg;1
@AlvesFehh Já;1
Já sabe;1
sabe como;1
como vamos;1
né 😁😱🐖;1
😁😱🐖 kkkkk;1
kkkkk ;1
 Melhor;1
Melhor Forma;1
Forma Bebê;1
Bebê 💏❄🎬💏;1
@1talde_varera Hj;1
queria dormir;3
acordar amanhã;1
amanhã com;1
td essa;1
essa história;1
covid19 encerrada;1
encerrada e;1
tudo normalizado;1
@terraverso Planeta;1
Planeta Terra;1
Terra -;1
Crise Mundial…;1
para amenizar;1
amenizar o;1
sofrimento dos;1
vulneráveis ;1
 https://t.co/JezUPVqXfU;1
@luandalee Pelo;2
Pelo visto;2
visto vou;2
sem auto;2
estima cada;2
sinto mais;2
feia bicho;2
@marceloou__ quando;1
apago https://t.co/543rY4bXpj;1
@acarolamaral Vai;1
Vai pa;1
pa onde;1
onde https://t.co/nWpLhZPz0T;1
@Lvia14262786 Se;1
@conexaopolitica Governo;1
Governo Witzel;1
contra Covid-19;2
Covid-19 https://t.co/VVOmH2JJSM;1
@Janainabfp 7;1
7 trabalhos;1
trabalhos pra;1
fazer +;1
+ 5;1
5 livros;1
livros pra;1
pra ler;2
ler +;1
+ TCC;1
TCC QUARENTENA;1
QUARENTENA TÓXICA;1
@tainabia PRIMEIRO;1
PRIMEIRO EPISÓDIO;1
EPISÓDIO QUARENTENA;1
QUARENTENA 126;1
126 A;1
A WEBSERIE;1
WEBSERIE Sinopse;1
Sinopse FUTURO;1
FUTURO APOCALÍPTICO;1
APOCALÍPTICO NÃO;1
NÃO MUITO;1
MUITO DISTANTE;1
DISTANTE A;1
A TERRA;1
TERRA SE;1
SE TORNOU;1
TORNOU INABITÁVE…;1
@mirellabbrito @iuris_man;1
@iuris_man Descobri;1
Descobri na;1
sou filhote;1
filhote de;1
de lei;1
lei Mesmo;1
Mesmo diante;1
um absurdo;5
absurdo deste;1
deste eu;1
n parto;1
parto para;1
a agressão;1
agressão f…;1
@aimcmoreira @ConversaAfiada;1
@ConversaAfiada NÃO;1
PODE CONTRARIAR;1
CONTRARIAR O;1
O MILICIANO;1
MILICIANO Estadão;1
Estadão perfis;1
perfis bolsonaristas;1
bolsonaristas distorcem;1
distorcem ação;1
coronavírus no…;1
@edivaldo1000 Advinha;1
Advinha quem;1
está por;2
disso Precisa;1
Precisa desenhar;1
desenhar #JornalDaRecord;1
#JornalDaRecord #JornalNacional;1
#JornalNacional @RedeGlobo;1
@giovana_f10 Essa;1
acabar véi;1
véi nmrl;1
@http404mylife Alguém;1
Alguém vai;1
me espirra;1
espirra nesse;1
nesse povo;1
@liviaa_castroo no;1
quarentena saiu;1
um lomotif;2
lomotif 🥵;1
🥵 https://t.co/iPaVJJCVHO;1
@jornaldarecord Um;1
Um homem;2
que pertence;1
pertence a;1
a quase;1
os grupos;2
crônicas se;1
covid-19 na…;1
@portaluai Brasil;2
Brasil enviará;2
enviará aviões;2
aviões à;2
para trazer;2
trazer 240;2
240 milhões;2
máscaras diz;2
diz Gabbardo;2
Gabbardo #coronavirus;2
#COVID19 #noticiasBrasil;2
#noticiasBrasil #s…;2
@AnaClar14_ Essa;3
deixando doida;4
doida Queria;3
Queria raspa;3
@LudmilaRezend11 Já;1
foi boatos;1
boatos de;1
de 3ª;1
3ª GM;1
GM pandemia;1
pandemia mundo;1
inteiro em;1
e agr;1
agr UM;1
UM VULCÃO;1
VULCÃO EM;1
EM ERUPÇÃO;1
ERUPÇÃO e;1
tudo em;3
5 me…;1
@Diogojft1 Depois;1
para combinar;1
combinar coisas;1
coisas não;1
se cortem;1
cortem por;1
@josoaresraposo Fico;1
Fico preocupada;1
esta montanha;1
montanha de;1
material hospitalar;1
hospitalar se;1
se acumulando;1
acumulando em;1
todo planeta;1
planeta ;1
 por;1
conta desta;1
desta epidemia;1
epidemia covid…;1
@KennyRibeiro3 Novidades;1
Novidades ;1
O #ladrao;1
#ladrao é;1
é #Chines;1
#Chines #marcoszheng;1
#marcoszheng #covid19;1
#covid19 https://t.co/X3lyvyKZLd;1
@marianastival1 votuporanga;1
votuporanga nunca;1
nada kkkkkkkk;2
@briferstorm vou;1
vou usar;1
como desculpa;1
desculpa pra;2
ter ovo;1
páscoa esse;1
ovo custa;1
custa praticamente;1
praticamente o;1
@folha A;1
pandemia parou;1
parou uma;1
ameaça ao;1
ao planeta;1
planeta nossa;1
nossa correria;1
correria leia;1
leia mais;1
blog Ambiência;1
Ambiência #coronavirus;1
#coronavirus #coronavirusbrasil;1
#COVID19 h…;1
@andcwt Ei;1
beijar essa;1
essa boquinha;1
boquinha dps;1
@anaaalices Crl;1
Crl quando;1
aparecer e;1
vou dançar;1
dançar até;1
não sentir;2
mais minhas;1
minhas pernas;1
pernas kkk…;1
@hannahcatharin minha;1
familia ouvindo;1
ouvindo black;1
black eyed;1
eyed peas;1
peas na;1
na caixa;1
som e;1
eu ouvindo;1
ouvindo sexo;1
sexo no;1
no vidigal;1
vidigal pq;1
uma aglomeração…;1
@chegatv Lei;1
Lei da;1
da rolha;1
rolha Delegados;1
Delegados de;1
podem comunicar;1
comunicar dados;1
Covid-19 Autarca;1
Autarca de;1
de Espinho;1
Espinho é;1
é peremptório;1
peremptório Isto;1
Isto é;7
lei da;1
da r…;1
@tdbem se;12
mundo maratonasse;12
maratonasse mad;12
mad men;12
men não;12
teria a;12
menor dificuldade;12
dificuldade a;12
@annaavelarf Ces;4
Ces não;4
story furando;5
@inespedroso24 Estou;4
abril ainda;4
pensar no;6
carnaval pq;4
pq foi;4
que fiz;9
fiz de;4
mais bacano;4
bacano antes;4
@gilliancaetano Nessa;2
quarentena tudo;2
@BandNews Nova;1
York é;1
estado com;1
mundo São;1
São mais;2
de 161;1
161 mil;1
confirmados Baixe;1
nosso app;1
app para;1
para m…;1
@nadanovonofront Ufa;1
Ufa gente;1
só mil;1
agora coisa;1
coisa pouca;1
pouca absolutamente;1
absolutamente irrelevante;1
@cogumelodacaspa Nem;1
me vão;2
vão conhecer;1
conhecer quando;1
@mov_kouneli 🌟Steg;4
🌟Steg que;4
fiz pra;8
pra collab;8
de SU;8
SU de;8
quarentena 🌟;8
🌟 🔁;8
🔁 e;8
e ❤️;8
❤️ ajudam;8
ajudam a;8
divulgar );8
) Just;8
Just a;8
a little;8
little time;8
time ❤️;8
❤️ #StevenUniverseFutur…;4
@ExquerdisthaBR Queria;1
me explicasse;1
explicasse como;1
um ser;1
encontra no;1
no pleno;1
pleno exercício;1
exercício de;1
suas faculdades;1
faculdades mentais;1
mentais co…;1
 https://t.co/Z…;1
@adricppaulo Melhor;1
Melhor churrasco;1
churrasco depois;1
casa mm;1
@helderbarbalho O;1
O #ParadaSinalizada;1
#ParadaSinalizada está;1
está possibilitando;1
possibilitando a;1
a pintura;1
pintura no;1
no chão;2
chão de;1
de 150;1
Belém e;48
e RMB;1
RMB para;1
o distanc…;1
@damnpedrow podia;1
podia existir;1
existir uma;1
uma delivery;1
delivery almoço;1
mãe com;1
a capacidade;1
de teletransportar;1
teletransportar o;1
o almoço;1
almoço da;1
sua mãe;4
mãe direito;1
direito para;1
do fi…;1
@mov_kouneli 🌟Jasper;4
🌟Jasper que;4
❤️ #StevenUniverseFut…;4
@Boatosorg Utilidade;1
pública Em;1
à onda;1
onda de;1
de fake;1
news sobre;1
Covid-19 preparamos;1
preparamos uma;1
uma página;1
página com;1
com TODOS;1
nossos desmentidos;1
desmentidos sobre…;1
@GovernoPara Nesse;2
Nesse período;2
pandemia a;3
melhor forma;3
prevenir é;2
é ficando;2
casa E;2
algumas coisas;3
não podem…;2
@mus_diversidade Você;3
é ou;5
conhece algum/a;3
algum/a artista;3
artista LGBTI+;3
LGBTI+ que;3
produzindo arte;3
arte durante;3
quarentena Inscreva-se;3
Inscreva-se na;3
na #Queerentena,…;3
@mikahgay o;1
mata ele;1
ele humilha;1
@browniedebanana A;1
viu 🤦🏽‍♀️;1
🤦🏽‍♀️ https://t.co/445KohIUVo;1
@ondaduraoficial A;1
A Bíblia;1
Bíblia está;1
liberando acesso;1
acesso gratuito;1
gratuito aos;1
aos 66;1
66 livros;1
livros nessa;1
Não percam;1
@Carlos16619 Bué;2
Bué farto;2
farto dessa;2
acabar só;5
só volto;2
volto a;3
para dormir;3
@khauanyribeiro eu;1
só como;1
como e;1
e durmo;1
durmo nessa;1
@skyleredit ta;1
ta tamo;1
tamo de;1
kkk que;1
tal vocês;1
me mandarem;1
mandarem algumas;1
algumas perguntas;1
perguntas podem;1
podem mandar;1
mandar oque;1
oque quiser;1
quiser (irei;1
(irei responder;1
responder em;1
em video...);1
@robertaxalencar O;1
está desde;1
início dessa;1
pandemia falando;1
agora esse;1
esse @jd…;1
@DolarBipolar O;1
O @BoletimCoppolla;1
@BoletimCoppolla sabe;1
sabe dizer;1
dizer quantos;4
quantos americanos;1
americanos morreram;1
morreram engasgados;1
engasgados hoje;1
hoje Porque;1
Porque de;1
coronavirus foram;1
@kkillmepls quando;1
preciso fazer;2
bagulho desses;1
desses https://t.co/99KnbgGJHU;1
@bocaonews Secretária;1
Damares que;1
que participou;1
participou de;1
ato contra;1
contra isolamento;1
na Avenida;1
Paulista é;1
é internada;1
Covid-19 https://t.co/axJ8…;1
@Jocelen19780783 ACABOUUUUUUU;3
ACABOUUUUUUU Notícia;3
Notícia saída;3
saída agora;3
do forno;3
forno Todo;3
mundo torcendo;3
torcendo Jornalista;3
Jornalista Elisa;3
Elisa Robson;3
Robson escreveu;3
escreveu O;3
FDA a;3
a agência;3
agência a…;3
@Viczz_26 corona;1
quero da;1
uns beijinhos🥺🥺🥺🥺;1
@Vikoliver @bcf1987;1
@bcf1987 Nem;1
Nem pro;1
Covid-19 abraçar;1
abraçar essa;1
essa carreata;1
carreata toda;1
toda N;1
N sobrar;1
sobrar um;10
pra contar;10
história 🙄;1
@zehdeabreu Cientistas;3
do coronavírus…;3
@flceretti Enquanto;1
povo curte;1
curte o;1
o sertanejo;1
sertanejo (bolsominion;1
(bolsominion exceto;1
exceto chitão;1
chitão e;1
e xororó);1
xororó) eu;1
acho TODOS;1
shows completos;1
completos da;1
da Biscoito;1
Biscoito Fino;1
Fino no…;1
@duduzinha1703 É;1
É As;1
se importando;1
importando mesmo;1
@BruMarquezine Meu;1
Meu cupido;1
cupido no;1
momento deve;1
também pq;1
tá trazendo;1
trazendo nada;1
@SERGIOSAJU1 Senador;1
Senador deixa;1
de conversa;1
conversa mole;1
mole nos;1
nos queremos;1
queremos os;1
parlamentares na;1
na campanha;1
campanha contra;1
COVID19 Cadê;1
Fundão cade;1
cade o;2
o corte;1
corte d…;1
@AnaH_41 Os;1
quarentena começaram;1
bater aqui;1
fiz esse;1
vídeo bem;1
bem merda;1
merda pra;1
tédio https://t…;1
@spfcmat @luide;1
@luide Corona;1
e invenção;1
invenção do;1
Google maps;1
maps pra;1
pra tira;1
tira foto;1
rua vazia;1
@MatteoLangella @leandroruschel;1
@leandroruschel Alckmin;1
Alckmin quando;1
quando Governador;1
Paulo teve;1
teve relações;1
relações comerciais;1
comerciais com;1
o Chinês;1
Chinês Marcos;1
que ROUBOU;1
